movieId,imdbId,Title,rating,Genre
7023,107156,The Wedding Banquet (1993),7.7,Comedy|Drama|Romance
7025,102443,A Midnight Clear,,Drama|War|History
7028,100449,Quick Change (1990),6.8,Comedy|Crime
7031,107927,The Real McCoy (1993),5.4,Crime|Drama|Thriller
7032,100485,Revenge (1990),6.2,Action|Crime|Drama
7036,90142,Teen Wolf (1985),6.0,Comedy|Fantasy
7037,103030,High Heels (1991),7.2,Comedy|Drama|Romance
7038,210358,Things You Can Tell Just by Looking at Her (2000),6.6,Drama|Romance
7045,100944,The Witches (1990),6.8,Adventure|Comedy|Fantasy
7046,94332,The Witches of Eastwick,,Comedy|Fantasy|Horror
7047,90350,Year of the Dragon (1985),6.9,Action|Crime|Drama
7049,24025,Flying Down to Rio,,Comedy|Romance
7050,27630,Follow the Fleet,,Comedy|Romance
7051,59903,What's New Pussycat (1965),6.2,Comedy
7053,26942,Roberta,,Comedy|Music|Romance
7054,41594,Little Women (1949),7.3,Drama|Family|Romance
7055,28333,Swing Time,,Romance|Comedy
7057,26714,A Midsummer Night's Dream,,Fantasy|Romance|Comedy
7058,39566,Life with Father,,Comedy|Family
7059,37120,National Velvet (1944),7.3,Drama|Family|Sport
7060,70239,Jesus Christ Superstar (1973),7.3,Drama|History|Musical
7061,31210,Dark Victory (1939),7.6,Drama|Romance
7063,68182,"Aguirre, the Wrath of God (1972)",8.0,Adventure|Biography|Drama
7064,38348,Beauty and the Beast (1946),8.0,Drama|Fantasy|Romance
7065,4972,The Birth of a Nation (1915),6.7,Drama|History|War
7067,59229,Juliet of the Spirits (1965),7.7,Comedy|Drama|Fantasy
7070,40724,Red River (1948),7.8,Action|Adventure|Romance
7071,72417,A Woman Under the Influence,,Drama|Romance
7072,31971,Stagecoach (1939),7.9,Adventure|Western
7073,58586,A Shot in the Dark (1964),7.6,Comedy|Crime|Mystery
7074,15163,The Navigator,,Comedy|Action|Adventure|Romance
7075,49096,The Court Jester (1955),7.9,Adventure|Comedy|Family
7076,62765,Bullitt,,Action|Crime|Thriller
7078,30287,Jezebel (1938),7.6,Drama|Romance
7079,31455,The Hunchback of Notre Dame,,Drama|Romance|Horror
7083,90110,Sweet Dreams (1985),7.1,Biography|Drama|Music
7084,69097,"Play It Again, Sam",,Comedy|Romance
7085,58571,Send Me No Flowers (1964),7.0,Comedy|Drama|Romance
7086,30637,Pygmalion,,Comedy|Drama|Romance
7087,87892,A Passage to India,,Drama|Adventure|History
7088,53146,Black Orpheus,,Drama|Romance
7090,299977,Ying xiong (2002),7.9,Action|Adventure|History
7091,23027,Horse Feathers,,Comedy|Romance
7093,71524,The Front Page (1974),7.3,Comedy|Drama|Romance
7096,307385,Rivers and Tides (2001),8.1,Documentary
7099,87544,Nausicaä of the Valley of the Wind,,Adventure|Animation|Fantasy
7107,77578,Foul Play (1978),6.8,Comedy|Mystery|Thriller
7109,114086,Beyond the Clouds,,Drama|Romance
7114,59043,The Collector (1965),7.6,Drama|Thriller
7115,73582,Deep Red,,Horror|Mystery|Thriller
7117,107387,Leprechaun,,Horror|Comedy
7118,93207,Wings of Honneamise (1987),7.4,Animation|Drama|Sci-Fi
7122,60908,King of Hearts (1966),7.6,Drama|Comedy|War
7123,102511,Naked Lunch (1991),7.1,Drama
7124,214730,Grass (1999),7.3,Documentary|History
7125,156096,Spring Forward (1999),7.4,Drama
7127,102818,Run,,Action|Thriller|Drama
7131,53320,A Summer Place (1959),7.0,Drama|Romance
7134,87280,The Element of Crime,,Crime|Drama|Science Fiction
7139,298845,In America (2002),7.8,Drama
7142,322589,Honey (2003),5.3,Drama|Music|Romance
7143,325710,The Last Samurai (2003),7.7,Action|Drama|History
7147,319061,Big Fish (2003),8.0,Adventure|Drama|Fantasy
7149,337741,Something's Gotta Give (2003),6.7,Comedy|Drama|Romance
7150,338466,Stuck on You (2003),5.8,Comedy
7151,335119,Girl with a Pearl Earring (2003),7.0,Biography|Drama|Romance
7155,337909,Calendar Girls (2003),6.9,Comedy|Drama
7156,317910,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara (2003),8.2,Documentary|Biography|History
7158,315983,House of Sand and Fog (2003),7.6,Drama
7160,340855,Monster (2003),7.3,Biography|Crime|Drama
7161,349205,Cheaper by the Dozen (2003),5.8,Comedy|Family
7164,316396,Peter Pan (2003),6.9,Adventure|Family|Fantasy
7165,335013,The Company (2003),6.4,Drama|Music|Romance
7167,304229,Japanese Story (2003),6.7,Drama|Romance
7169,360139,Chasing Liberty (2004),6.1,Comedy|Romance
7173,343135,Along Came Polly (2004),5.9,Comedy|Romance
7175,329691,Torque,,Action|Comedy|Crime
7177,368913,Osama (2003),7.4,Drama
7178,71577,The Great Gatsby,,Drama|Romance
7181,59712,Ship of Fools (1965),7.2,Drama|Romance|War
7184,61089,This Property Is Condemned (1966),7.1,Drama|Romance
7190,65911,Jane Eyre,,Drama|TV Movie
7192,107750,Only the Strong,,Action|Drama
7193,98987,The Adventures of Ford Fairlane (1990),6.3,Action|Adventure|Comedy
7205,73906,The Wind and the Lion (1975),7.0,Action|Adventure|Drama
7209,46487,Monsieur Hulot's Holiday,,Comedy
7211,43915,People Will Talk (1951),7.5,Comedy|Drama|Romance
7216,33717,High Sierra,,Crime|Drama|Action
7217,39302,Dark Passage,,Thriller|Mystery
7218,36244,The Ox-Bow Incident,,Western|Drama
7219,33149,They Drive by Night,,Drama|Crime|Thriller
7222,28346,Reefer Madness (1936),3.8,Drama|Thriller
7223,42369,D.O.A. (1950),7.4,Crime|Drama|Film-Noir
7225,76578,Pumping Iron (1977),7.5,Documentary|Sport
7228,104009,Cool World,,Animation|Comedy|Fantasy
7235,296042,Ichi the Killer,,Action|Crime|Horror
7243,6864,Intolerance: Love's Struggle Throughout the Ages,,Drama|History
7245,54393,Tormented (1960),4.1,Horror|Thriller
7247,62803,Chitty Chitty Bang Bang (1968),6.9,Adventure|Family|Fantasy
7248,290879,The Legend of Suriyothai,,History|War|Drama|Action
7251,105810,Where the Day Takes You (1991),6.8,Crime|Drama|Thriller
7256,379557,Touching the Void (2003),8.1,Documentary|Adventure|Drama
7257,315824,The Big Bounce (2004),4.9,Comedy|Crime
7258,314498,The Perfect Score (2004),5.7,Comedy|Crime
7259,365957,You Got Served (2004),3.5,Drama|Music
7260,345551,Latter Days,,Drama|Comedy|Romance
7261,337579,Barbershop 2: Back in Business (2004),5.7,Comedy|Drama
7262,337917,Catch That Kid (2004),5.2,Adventure|Comedy|Crime
7263,349825,Miracle (2004),7.5,Biography|Drama|History
7265,309987,The Dreamers (2003),7.2,Drama|Romance
7266,307109,The Lost Skeleton of Cadavra (2001),7.0,Comedy|Horror|Sci-Fi
7285,328538,Thirteen (2003),6.8,Drama
7292,86955,Best Defense (1984),3.6,Comedy|War
7293,343660,50 First Dates (2004),6.8,Comedy|Romance
7294,361925,Welcome to Mooseport (2004),5.2,Comedy|Romance
7297,323872,Kitchen Stories,,Drama|Comedy
7303,52738,The Diary of Anne Frank (1959),7.4,Biography|Drama|Family
7304,74121,Allegro non troppo (1976),7.5,Animation|Comedy|Fantasy
7305,90738,Black Widow (1987),6.3,Crime|Drama|Thriller
7306,221344,Herod's Law (1999),8.1,Comedy|Crime|Mystery
7308,89421,King Solomon's Mines (1985),5.1,Action|Adventure|Comedy
7311,31385,"Goodbye, Mr. Chips (1939)",7.8,Drama|Romance
7312,60420,"Follow Me, Boys!",,Drama|Family
7315,312329,Against the Ropes (2004),5.3,Biography|Drama|Romance
7316,361467,Confessions of a Teenage Drama Queen (2004),4.6,Comedy|Family|Music
7317,356150,EuroTrip (2004),6.6,Comedy
7319,331953,Club Dread (2004),5.6,Comedy|Horror|Thriller
7320,338096,Dirty Dancing: Havana Nights (2004),6.0,Drama|Music|Romance
7321,315297,Twisted (2004),5.2,Crime|Drama|Mystery
7326,258816,The Reckoning (2002),6.6,Crime|Drama|Mystery
7327,60827,Persona,,Drama
7328,64793,The Passion of Anna (1969),7.8,Drama
7333,35753,Le Corbeau,,Mystery|Drama|Thriller
7335,46187,Pickup on South Street (1953),7.8,Crime|Film-Noir|Thriller
7336,64118,The Damned (1969),7.6,Drama|War
7344,56704,The Wrong Arm of the Law,,Crime|Comedy
7345,358349,Agent Cody Banks 2: Destination London (2004),4.5,Action|Adventure|Comedy
7346,265208,The Girl Next Door (2004),6.8,Comedy|Drama|Romance
7349,317842,Broken Wings,,Drama
7352,329767,Wilbur Wants to Kill Himself (2002),6.9,Comedy|Drama|Romance
7357,50839,Peyton Place (1957),7.2,Drama|Romance
7361,338013,Eternal Sunshine of the Spotless Mind (2004),8.3,Drama|Romance|Sci-Fi
7362,364045,Taking Lives (2004),6.2,Crime|Mystery|Thriller
7364,332658,Intermission (2003),6.9,Comedy|Crime|Drama
7366,300051,Jersey Girl (2004),6.2,Comedy|Drama|Romance
7368,354766,Never Die Alone,,Action|Crime|Drama|Thriller
7369,331632,Scooby-Doo 2: Monsters Unleashed (2004),5.0,Adventure|Comedy|Family
7371,276919,Dogville (2003),8.1,Crime|Drama
7372,277941,Ned Kelly (2003),6.5,Action|Adventure|Biography
7373,167190,Hellboy (2004),6.8,Action|Fantasy|Horror
7381,327247,The Whole Ten Yards (2004),5.5,Comedy|Crime|Thriller
7382,326977,I'm Not Scared,,Mystery|Drama|Thriller|Crime
7386,49833,The Ten Commandments (1956),7.9,Adventure|Drama
7387,77402,Dawn of the Dead (1978),8.0,Horror|Thriller
7390,307351,Prey for Rock & Roll (2003),6.3,Drama|Music
7394,59797,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes (1965),7.0,Adventure|Comedy|Family
7395,42327,Cheaper by the Dozen,,Comedy|Drama|Family
7396,70644,Scenes from a Marriage,8.5,Drama
7414,79219,Going in Style (1979),7.2,Comedy|Crime|Drama
7438,378194,Kill Bill: Vol. 2,,Action|Crime|Thriller
7440,380615,Paper Clips,,Documentary
7444,337563,13 Going on 30 (2004),6.1,Comedy|Fantasy|Romance
7445,328107,Man on Fire (2004),7.7,Action|Crime|Drama
7448,326856,Envy (2004),4.8,Comedy
7450,323033,Laws of Attraction (2004),5.9,Comedy|Romance
7451,377092,Mean Girls (2004),7.0,Comedy
7454,338526,Van Helsing (2004),6.0,Action|Adventure
7455,339419,The Mudge Boy (2003),7.2,Crime|Drama|Romance
7457,349169,Breakin' All the Rules,,Comedy|Romance
7458,332452,Troy (2004),7.2,Adventure
7477,160184,Eye See You (2002),5.3,Crime|Horror|Mystery
7481,89092,Enemy Mine (1985),6.9,Action|Adventure|Drama
7482,70034,Enter the Dragon,,Action
7487,99762,Henry & June (1990),6.3,Biography|Drama
7493,51077,The Three Faces of Eve,,Drama
7541,214388,100 Girls (2000),5.8,Comedy|Romance
7562,118996,Dobermann (1997),6.6,Action|Crime|Thriller
7566,88650,28 Up,,Documentary
7569,62512,You Only Live Twice (1967),6.9,Action|Adventure|Thriller
7570,86034,Octopussy (1983),6.6,Action|Adventure|Thriller
7572,243664,Wit (2001),8.1,Drama
7573,86006,Never Say Never Again (1983),6.2,Action|Adventure|Thriller
7579,32943,Pride and Prejudice,,Drama|Romance
7581,41386,The Fountainhead (1949),7.1,Drama|Romance
7584,35567,Woman of the Year (1942),7.3,Comedy|Drama|Romance
7614,48445,Oklahoma! (1955),7.2,Comedy|Drama|Musical
7615,89015,Desert Hearts (1985),7.0,Drama|Romance
7618,103939,Chaplin (1992),7.6,Biography|Comedy|Drama
7619,56241,The Miracle Worker (1962),8.1,Biography|Drama
7620,102467,Monster in a Box (1992),7.5,Comedy|Drama
7624,105327,School Ties,,Drama
7636,105217,Raising Cain (1992),6.0,Crime|Drama|Horror
7669,112130,Pride and Prejudice,9.0,Drama|Romance
7698,78966,The China Syndrome (1979),7.4,Drama|Thriller
7701,100050,Look Who's Talking Too (1990),4.5,Comedy|Family|Romance
7702,37536,The Bells of St. Mary's,,Drama|Comedy
7704,90927,The Delta Force (1986),5.6,Action|Adventure|Drama
7705,45012,Pat and Mike (1952),7.0,Comedy|Romance|Sport
7707,102011,"He Said, She Said",,Comedy|Drama|Romance
7708,61391,Bedazzled (1967),7.0,Comedy|Fantasy|Romance
7713,34587,Cat People (1942),7.4,Fantasy|Horror|Thriller
7714,61439,Camelot (1967),6.7,Adventure|Fantasy|Musical
7716,87635,The Lonely Guy (1984),6.2,Comedy
7720,73012,The Four Musketeers: Milady's Revenge (1974),7.1,Adventure|History
7727,87951,Protocol (1984),5.4,Comedy
7728,38854,The Postman Always Rings Twice,,Drama|Romance|Crime|Thriller
7730,107529,Matinee (1993),6.8,Comedy|Drama
7743,89114,Explorers (1985),6.6,Adventure|Comedy|Family
7745,107617,The Scent of Green Papaya,,Drama|Romance
7749,62480,Weekend,,Comedy
7753,207805,Tuesdays with Morrie (1999),7.5,Biography|Drama
7757,57197,Jason and the Argonauts,,Adventure|Family|Fantasy
7767,346336,The Best of Youth,,Drama|History|Romance
7773,288439,Bang Bang You're Dead (2002),7.9,Crime|Drama|Thriller
7781,96321,Twister (1989),5.2,Comedy|Drama
7782,108171,Sniper (1993),6.1,Action|Drama|Thriller
7789,328802,September 11 (2002),7.0,Drama
7792,71970,The Parallax View (1974),7.2,Drama|Thriller
7815,92117,True Stories,,Comedy|Music
7822,46085,Mogambo,,Adventure|Drama|Romance
7831,31047,Another Thin Man (1939),7.5,Comedy|Crime|Drama
7832,37365,The Thin Man Goes Home (1945),7.4,Comedy|Crime|Mystery
7833,34172,Shadow of the Thin Man (1941),7.3,Comedy|Crime|Drama
7834,27260,After the Thin Man (1936),7.7,Comedy|Crime|Mystery
7839,33852,Love Crazy,,Comedy|Romance
7840,31398,Gunga Din (1939),7.5,Adventure|Comedy|War
7842,142032,Dune,7.1,Adventure|Drama|Fantasy
7844,106936,The Legend (1993),7.3,Action|Comedy|History
7846,259685,Tremors 3: Back to Perfection (2001),5.4,Action|Comedy|Horror
7879,300274,Margaret Cho: Notorious C.H.O. (2002),6.9,Documentary|Comedy
7882,60841,The Plague of the Zombies,,Horror
7884,102035,Highway 61 (1991),7.2,Comedy|Music
7888,61791,How to Succeed in Business Without Really Trying (1967),7.3,Comedy|Musical
7889,70518,Pat Garrett & Billy the Kid,,Western|Drama
7894,67140,"Duck, You Sucker",,Western
7895,71249,Bring Me the Head of Alfredo Garcia,,Action|Crime|Drama
7896,56412,Ride the High Country,,Western
7899,72913,Master of the Flying Guillotine (1976),7.6,Action|Fantasy
7900,65738,Frankenstein Must Be Destroyed (1969),6.9,Horror|Drama|Sci-Fi
7916,52847,Gidget,,Comedy|Romance
7920,75936,Desperate Living (1977),7.2,Comedy|Crime|Fantasy
7924,41699,Stray Dog,,Crime|Drama|Thriller
7925,51808,The Hidden Fortress,,Drama|Action|Adventure
7930,105121,The People Under the Stairs (1991),6.3,Comedy|Horror|Mystery
7934,86637,Zelig (1983),7.8,Comedy
7936,63611,Shame (1968),8.1,Drama|War
7937,57611,The Silence,,Drama|Romance
7940,51365,The Magician (1958),7.8,Comedy|Drama
7943,38669,The Killers,,Crime|Mystery|Thriller
7944,58404,The Night of the Iguana (1964),7.8,Drama
7951,100260,Nightbreed,,Horror|Fantasy|Action
7981,338564,Infernal Affairs,,Drama|Action|Thriller|Crime|Mystery
7982,365376,A Tale of Two Sisters (2003),7.3,Drama|Horror|Mystery
7983,87003,Broadway Danny Rose (1984),7.5,Comedy
7984,91083,From Beyond (1986),6.8,Horror|Sci-Fi
7986,102800,Robot Jox (1989),5.3,Action|Sci-Fi
7987,92906,Dolls (1987),6.4,Fantasy|Horror
7988,120199,Space Truckers (1996),5.2,Adventure|Comedy|Sci-Fi
7991,72856,Death Race 2000 (1975),6.2,Action|Comedy|Sci-Fi
8008,46807,Brigadoon,,Music|Fantasy|Romance
8010,105159,The Power of One,,Drama
8011,343168,The Weather Underground,,Documentary
8012,199683,Kikujiro (1999),7.9,Drama|Comedy
8014,374546,"Spring, Summer, Fall, Winter... and Spring (2003)",8.1,Drama|Romance
8015,64806,The Phantom Tollbooth,,Fantasy|Animation|Adventure
8016,68638,The Getaway (1972),7.5,Action|Crime|Thriller
8019,308379,Dark Water (2002),6.7,Drama|Horror|Mystery
8025,124207,The Thief,,Drama|Crime
8035,117658,The Stendhal Syndrome,,Thriller|Horror
8042,70379,Mean Streets (1973),7.4,Crime|Drama|Thriller
8043,107247,Jack the Bear (1993),6.5,Drama
8045,93137,Hamburger Hill (1987),6.7,Action|Drama|Thriller
8092,99612,Roger Corman's Frankenstein Unbound (1990),5.5,Drama|Horror|Sci-Fi
8093,192657,Shiri,,Action|Adventure|Drama|Thriller
8094,47849,Bad Day at Black Rock (1955),7.8,Crime|Drama|Mystery
8117,180748,In China They Eat Dogs (1999),7.5,Action|Comedy|Crime
8118,99399,Delta Force 2: The Colombian Connection,,Action
8119,90888,Crossroads (1986),7.1,Drama|Music|Mystery
8121,366532,La grande sí©duction (2003),7.5,Comedy
8125,18455,Sunrise: A Song of Two Humans,,Drama|Romance
8128,92593,Au Revoir Les Enfants (1987),8.1,Drama|War
8131,243508,Pursuit of Happiness (2001),5.9,Comedy|Romance
8132,104346,Gladiator,,Action|Drama
8138,53611,Attack of the Giant Leeches,,Horror|Science Fiction
8143,48308,Lola MontíÂs (1955),7.4,Biography|Drama|Romance
8147,62794,Charly (1968),7.1,Drama|Romance|Sci-Fi
8153,49456,Lust for Life,,Drama|History
8154,53779,La Dolce Vita (1960),8.1,Comedy|Drama
8157,193253,Jin-Roh: The Wolf Brigade,,Animation|Drama|Romance|Thriller|Science Fiction
8167,26174,Captain Blood,,Adventure|History|Romance
8169,92494,*batteries not included (1987),6.5,Comedy|Family|Fantasy
8183,85478,Educating Rita,,Drama|Comedy
8188,47445,Sansho the Bailiff (1954),8.4,Drama
8190,57840,The Americanization of Emily (1964),7.4,Comedy|Drama|War
8191,64030,Anne of the Thousand Days (1969),7.6,Biography|Drama|History
8199,46478,Ugetsu (1953),8.2,Drama|Fantasy|War
8207,69947,The Day of the Jackal,,Action|Thriller
8228,22111,The Maltese Falcon (1931),7.4,Crime|Drama|Film-Noir
8235,14429,Safety Last! (1923),8.2,Comedy|Thriller
8239,55601,Viridiana (1961),8.3,Comedy|Drama
8241,119630,Masterminds (1997),5.2,Action|Comedy|Thriller
8253,79833,Rupan sansei: Kariosutoro no shiro (1979),7.8,Animation|Adventure|Crime
8254,106307,Arizona Dream (1993),7.4,Comedy|Drama|Fantasy
8261,75612,3 Women,,Drama
8266,87957,Purple Rain,,Drama|Music|Romance
8270,100112,The Hairdresser's Husband,,Comedy|Drama|Romance
8290,73396,Mitchell (1975),2.4,Action|Crime|Drama
8293,105706,Used People (1992),6.0,Comedy|Drama|Romance
8327,330229,Dolls (2002),7.7,Drama|Romance
8335,29192,Make Way for Tomorrow (1937),8.3,Comedy|Drama|Romance
8336,35019,The Major and the Minor,,Comedy|Romance
8340,79116,Escape from Alcatraz,,Drama|Thriller
8360,298148,Shrek 2 (2004),7.2,Animation|Adventure|Comedy
8361,319262,The Day After Tomorrow (2004),6.4,Action|Adventure|Sci-Fi
8362,350028,Raising Helen (2004),6.0,Comedy|Drama|Romance
8363,367085,Soul Plane (2004),4.4,Comedy
8364,367790,Baadasssss! (2003),7.4,Biography|Drama
8368,304141,Harry Potter and the Prisoner of Azkaban (2004),7.8,Adventure|Family|Fantasy
8369,297284,Mindhunters (2004),6.4,Crime|Horror|Mystery
8370,363226,The Blind Swordsman: Zatoichi (2003),7.6,Action|Comedy|Crime
8372,356634,Garfield (2004),5.0,Animation|Comedy|Family
8373,327162,The Stepford Wives (2004),5.2,Comedy|Sci-Fi|Thriller
8375,391225,The Hunting of the President (2004),7.0,Documentary
8378,101746,The Doctor (1991),6.9,Drama
8379,85461,The Dresser,,Drama
8380,106877,Father Hood (1993),4.8,Comedy
8382,93175,Hello Again (1987),5.1,Comedy|Drama|Fantasy
8383,314431,Hope Springs (2003),5.4,Comedy|Romance
8385,55100,Lover Come Back (1961),7.3,Comedy|Drama|Romance
8391,77235,Big Wednesday,,Drama|Comedy
8402,99166,Book of Love (1990),6.1,Comedy|Romance
8410,47542,Suddenly! (1954),6.8,Crime|Drama|Film-Noir
8424,20827,The Divorcee (1930),6.8,Romance|Drama
8425,100129,Meet the Applegates (1990),5.4,Comedy|Sci-Fi
8426,93871,Robot Carnival,,Animation|Science Fiction
8427,78766,Americathon (1979),4.2,Comedy
8446,41841,Sands of Iwo Jima,,War|Drama
8450,27300,Anthony Adverse,,Drama|History|Romance
8454,170259,Luna Papa (1999),7.3,Comedy|Drama
8456,65889,Investigation of a Citizen Above Suspicion,,Drama|Thriller
8458,39040,To Each His Own,,Drama
8459,41452,The Heiress (1949),8.3,Drama|Romance
8464,390521,Super Size Me (2004),7.3,Documentary|Comedy|Drama
8465,33774,Johnny Eager,,Crime|Drama
8481,32851,Northwest Passage,,Adventure|History|War|Drama
8487,54188,Please Don't Eat the Daisies,,Comedy|Family|Romance
8491,42041,White Heat (1949),8.2,Action|Crime|Drama
8492,44008,A Christmas Carol (1951),8.1,Drama|Fantasy
8493,100133,Memphis Belle (1990),6.9,Action|Drama|War
8494,59037,The Cincinnati Kid (1965),7.3,Drama
8495,204137,Animal Factory (2000),6.6,Crime|Drama
8507,22913,Freaks,,Drama|Horror
8512,75222,Silent Movie (1976),6.7,Comedy
8518,20641,Anna Christie (1930),6.9,Drama|Romance
8521,22835,Dr. Jekyll and Mr. Hyde (1931),7.7,Horror|Sci-Fi
8528,364725,Dodgeball: A True Underdog Story (2004),6.7,Comedy|Sport
8529,362227,The Terminal (2004),7.3,Comedy|Drama|Romance
8532,348593,The Door in the Floor (2004),6.7,Comedy|Drama
8534,338512,Two Brothers (2004),7.1,Adventure|Drama|Family
8542,28772,A Day at the Races (1937),7.7,Comedy|Musical|Sport
8574,272045,A Claymation Christmas Celebration (1987),8.3,Animation|Short|Family
8575,243135,Happenstance (2000),6.9,Comedy|Drama|Romance
8580,99851,Into the Woods,8.4,Comedy|Drama|Romance
8581,168122,Pirates of Silicon Valley (1999),7.3,Biography|Drama|History
8582,104810,Manufacturing Consent: Noam Chomsky and the Media (1992),8.2,Documentary|Biography|War
8587,230512,Mayor of the Sunset Strip (2003),7.0,Documentary|Biography|Music
8591,87910,The Philadelphia Experiment,,Science Fiction|Adventure|Thriller
8593,104573,Juice,,Crime|Drama|Thriller|Action
8596,78163,Revenge of the Pink Panther (1978),6.7,Comedy|Crime|Mystery
8600,29870,Angels with Dirty Faces (1938),8.0,Crime|Drama|Film-Noir
8605,295721,Taxi 3 (2003),5.7,Action|Comedy|Crime
8607,388473,Tokyo Godfathers (2003),7.9,Animation|Adventure|Comedy
8609,14341,Our Hospitality (1923),7.9,Comedy|Romance|Thriller
8611,39370,The Farmer's Daughter,,Comedy|Romance
8614,93693,Overboard (1987),6.8,Comedy|Romance
8617,53622,BUtterfield 8,,Drama
8620,56732,The Exterminating Angel,,Comedy|Drama|Fantasy
8623,93886,Roxanne,,Comedy|Romance
8632,217788,Secret Society (2000),5.3,Comedy
8636,316654,Spider-Man 2 (2004),7.3,Action|Adventure
8638,381681,Before Sunset (2004),8.0,Drama|Romance
8641,357413,Anchorman: The Legend of Ron Burgundy (2004),7.2,Comedy
8656,95468,A Short Film About Killing,,Crime|Drama
8665,372183,The Bourne Supremacy (2004),7.8,Action|Mystery|Thriller
8670,23563,The Testament of Dr. Mabuse,,Crime|Mystery|Thriller
8685,47216,The Miracle of Marcelino,,Drama
8690,69280,Slaughterhouse-Five,,Drama|Science Fiction|War
8711,40613,Mr. Blandings Builds His Dream House (1948),7.3,Comedy|Romance
8712,29284,My Favorite Wife (1940),7.4,Comedy|Romance
8713,93744,The New Adventures of Pippi Longstocking (1988),5.9,Family|Adventure|Fantasy
8718,40806,The Snake Pit,,Drama|Mystery
8720,103007,The Super,,Comedy
8724,57091,The Leopard,,Drama
8727,72848,The Day of the Locust,,Drama
8738,55572,A Woman Is a Woman (1961),7.6,Comedy|Drama|Romance
8753,346091,Unprecedented: The 2000 Presidential Election (2002),7.8,Documentary
8754,64840,The Prime of Miss Jean Brodie,,Drama
8765,35432,This Gun for Hire,,Crime|Thriller|Mystery
8772,59749,The Spy Who Came in from the Cold (1965),7.7,Drama|Thriller
8773,35317,Sherlock Holmes and the Secret Weapon (1942),6.8,Adventure|Crime|Drama
8774,38259,The Woman in Green,,Mystery|Crime|Thriller
8778,38494,Dressed to Kill (1946),7.0,Mystery
8781,368008,The Manchurian Candidate,,Drama|Thriller|Mystery
8783,368447,The Village (2004),6.5,Drama|Mystery|Thriller
8784,333766,Garden State (2004),7.6,Comedy|Drama|Romance
8796,60438,A Funny Thing Happened on the Way to the Forum (1966),7.0,Comedy|Musical
8798,369339,Collateral (2004),7.6,Crime|Drama|Thriller
8799,361841,Little Black Book (2004),5.3,Comedy|Romance|Drama
8808,368933,The Princess Diaries 2: Royal Engagement (2004),5.7,Comedy|Family|Romance
8809,337960,Danny Deckchair (2003),6.8,Comedy|Romance
8810,370263,AVP: Alien vs. Predator (2004),5.6,Action|Horror|Sci-Fi
8813,361309,We Don't Live Here Anymore (2004),6.4,Drama|Romance
8815,204313,Exorcist: The Beginning (2004),5.1,Horror|Mystery|Thriller
8827,83652,Bill Cosby: Himself (1983),8.2,Documentary|Comedy
8830,366174,Anacondas: The Hunt for the Blood Orchid,,Adventure|Horror|Thriller
8831,324127,Suspect Zero (2004),5.9,Crime|Drama|Mystery
8832,374330,Tian di ying xiong (2003),6.4,Action|Adventure|Drama
8833,241025,Vanity Fair (2004),6.2,Drama
8835,338325,Paparazzi (2004),5.8,Action|Crime|Drama
8836,324554,Wicker Park (2004),7.0,Drama|Mystery|Romance
8838,71115,Alice Doesn't Live Here Anymore,,Romance|Drama
8864,339412,Mr 3000 (2004),5.5,Comedy|Drama|Romance
8865,346156,Sky Captain and the World of Tomorrow (2004),6.1,Action|Adventure|Mystery
8866,360201,Wimbledon (2004),6.3,Comedy|Romance|Sport
8870,356618,The Forgotten (2004),5.8,Drama|Horror|Mystery
8873,318462,The Motorcycle Diaries (2004),7.8,Adventure|Biography|Drama
8874,365748,Shaun of the Dead (2004),8.0,Comedy|Horror
8875,44509,"Come Back, Little Sheba (1952)",7.8,Drama|Romance
8879,71877,Murder on the Orient Express (1974),7.3,Crime|Drama|Mystery
8880,89560,Mask (1985),7.2,Biography|Drama
8905,103594,1492: Conquest of Paradise,,Action|Adventure|Drama|History
8906,78935,Cannibal Holocaust,,Horror
8907,307453,Shark Tale (2004),6.0,Animation|Adventure|Comedy
8908,349710,Ladder 49 (2004),6.5,Action|Drama|Thriller
8911,361696,Raise Your Voice (2004),5.9,Family|Music|Romance
8912,316732,Taxi (2004),4.4,Action|Comedy|Crime
8914,390384,Primer (2004),6.9,Drama|Sci-Fi|Thriller
8915,368658,Stage Beauty (2004),7.2,Drama
8916,358135,Shall We Dance (2004),6.1,Comedy|Drama|Romance
8917,372588,Team America: World Police (2004),7.2,Action|Comedy
8918,349416,Eulogy (2004),6.7,Comedy|Drama
8919,380609,P.S. (2004),6.3,Comedy|Drama|Fantasy
8928,61655,Dance of the Vampires (1967),7.3,Comedy|Horror
8934,103783,Bí©bí©'s Kids (1992),5.5,Animation|Comedy|Fantasy
8939,364343,The Final Cut (2004),6.2,Action|Sci-Fi|Thriller
8943,340012,Being Julia (2004),7.1,Comedy|Drama|Romance
8950,361862,The Machinist (2004),7.7,Drama|Thriller
8951,383694,Vera Drake (2004),7.7,Crime|Drama
8954,396705,Lightning in a Bottle (2004),7.6,Documentary|Music
8955,360130,Undertow,,Drama|Thriller
8958,350258,Ray (2004),7.7,Biography|Drama|Music
8959,337876,Birth (2004),6.1,Drama|Mystery|Romance
8961,317705,The Incredibles (2004),8.0,Animation|Action|Adventure
